filename,size_bytes,exif_DateTimeOriginal,xmp_DateCreated,fs_birthtime_local,fs_birthtime_utc,assetsd_timeZoneName,assetsd_creatorBundleID,assetsd_importedByDisplayName,exif_UserComment,assetsd_cloudAsset_UUID,assetsd_UUID,quarantine_agent,quarantine_timestamp_utc,sha256
IMG_3346.PNG,455903,2026:08:08 01:07:16,2026-08-08T01:07:16,2026-08-08 01:07:16,2026-08-07 17:07:16 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,447DCBF5-E527-4F77-A285-64D890F686E1,447DCBF5-E527-4F77-A285-64D890F686E1,sharingd,2026-08-07 17:13:29 UTC,26caf788c9ae3a07030e46e905a88e8eccfb677aba036064c0c408430b70d1ea
IMG_3347.PNG,473357,2026:08:08 01:07:18,2026-08-08T01:07:18,2026-08-08 01:07:18,2026-08-07 17:07:18 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,D969BA5E-091E-44FC-955F-972C49B195BB,D969BA5E-091E-44FC-955F-972C49B195BB,sharingd,2026-08-07 17:13:29 UTC,9ed00b4898ae60ce5eb2be55c7ac9753c56f79ab74ea69c9a8e77324ebff0715
IMG_3348.PNG,467646,2026:08:08 01:07:21,2026-08-08T01:07:21,2026-08-08 01:07:21,2026-08-07 17:07:21 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,332231FC-220B-4740-88CF-2E848421DB74,332231FC-220B-4740-88CF-2E848421DB74,sharingd,2026-08-07 17:13:29 UTC,ed2b6b4e1fb1d2e1ddb6049d4b4254cebec9674d7ce319308f1fb6547d9c476c
IMG_3349.PNG,497240,2026:08:08 01:07:23,2026-08-08T01:07:23,2026-08-08 01:07:23,2026-08-07 17:07:23 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,A08C5898-978E-48FE-8CDB-D9596263EE1E,A08C5898-978E-48FE-8CDB-D9596263EE1E,sharingd,2026-08-07 17:13:29 UTC,58811eff200e26d779c4230e53bd06525d5e4cce5d24be3ec4923469c005c2cd
IMG_3350.PNG,514994,2026:08:08 01:07:26,2026-08-08T01:07:26,2026-08-08 01:07:26,2026-08-07 17:07:26 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,311FB35E-216E-4DB9-8CBC-75C389AC8384,311FB35E-216E-4DB9-8CBC-75C389AC8384,sharingd,2026-08-07 17:13:29 UTC,74d196529d41f9ea2b92de3f0e67a063deee4a6df8c438a0ecab6af8cb0516c0
IMG_3351.PNG,455690,2026:08:08 01:07:28,2026-08-08T01:07:28,2026-08-08 01:07:28,2026-08-07 17:07:28 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,1F6FE61C-FF01-4D76-9F70-CCB2A15FACAA,1F6FE61C-FF01-4D76-9F70-CCB2A15FACAA,sharingd,2026-08-07 17:13:29 UTC,3c926dd23da799c6cff6906e8a6e724f6865af248496e0791d4a0832617c0211
IMG_3352.PNG,507399,2026:08:08 01:07:31,2026-08-08T01:07:31,2026-08-08 01:07:31,2026-08-07 17:07:31 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,EBE65A39-6AED-40B5-920B-D3130BE1A4D6,EBE65A39-6AED-40B5-920B-D3130BE1A4D6,sharingd,2026-08-07 17:13:29 UTC,bd715d65667db81531814a179d72bd12b7f7bd5df51c3edabcb6e67a6f1c1594
IMG_3353.PNG,484538,2026:08:08 01:07:33,2026-08-08T01:07:33,2026-08-08 01:07:33,2026-08-07 17:07:33 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,8F3BE999-0F22-4FD1-987A-BA56A69A7CCC,8F3BE999-0F22-4FD1-987A-BA56A69A7CCC,sharingd,2026-08-07 17:13:29 UTC,7ad94a4d10b415df2b9228fa21f21f962e4b7b56fb7c2843372253502480590d
IMG_3354.PNG,400140,2026:08:08 01:07:35,2026-08-08T01:07:35,2026-08-08 01:07:35,2026-08-07 17:07:35 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,CBD2307E-4E43-448C-8F1E-BFC6BEB956CE,CBD2307E-4E43-448C-8F1E-BFC6BEB956CE,sharingd,2026-08-07 17:13:29 UTC,b5388773afb85df91f15d7b276db011e48f4a3d4de5947c25fb06b50571c62bc
IMG_3355.PNG,420553,2026:08:08 01:07:38,2026-08-08T01:07:38,2026-08-08 01:07:38,2026-08-07 17:07:38 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,A389ED57-FBBE-479A-AEE6-29598F1340A9,A389ED57-FBBE-479A-AEE6-29598F1340A9,sharingd,2026-08-07 17:13:29 UTC,d75b5ac82795db95d8993604e1fb9c4af4b01463d641a32d6d5c65d889a9585a
IMG_3356.PNG,484856,2026:08:08 01:07:40,2026-08-08T01:07:40,2026-08-08 01:07:40,2026-08-07 17:07:40 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,22689CE4-78EC-4F16-8A54-D81A64E719DA,22689CE4-78EC-4F16-8A54-D81A64E719DA,sharingd,2026-08-07 17:13:29 UTC,7a5535efc9d736a047a2e53783aa6441f7f5255ade770f2bcf2c41c0e7d29f88
IMG_3357.PNG,522303,2026:08:08 01:07:42,2026-08-08T01:07:42,2026-08-08 01:07:42,2026-08-07 17:07:42 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,1FA7667F-AAAD-4D80-BE1C-E43E88AD4749,1FA7667F-AAAD-4D80-BE1C-E43E88AD4749,sharingd,2026-08-07 17:13:29 UTC,12032fd3eccca4cf5a9a6e96154ef4dda19bc6b69f73dde5150a27d9ae102ce9
IMG_3358.PNG,532686,2026:08:08 01:07:45,2026-08-08T01:07:45,2026-08-08 01:07:45,2026-08-07 17:07:45 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,339DEF38-E452-40D2-8412-9C53407BA034,339DEF38-E452-40D2-8412-9C53407BA034,sharingd,2026-08-07 17:13:29 UTC,f4159cfe4f295825b3b9baae331d8ae9a32099403182bc94de903428cccf2c91
IMG_3359.PNG,2569646,2026:08:08 01:13:19,2026-08-08T01:13:19,2026-08-08 01:13:19,2026-08-07 17:13:19 UTC,Australia/Perth,com.apple.springboard,SpringBoard,Screenshot,3886B39A-2619-4F39-BA37-715682DB2EA3,3886B39A-2619-4F39-BA37-715682DB2EA3,sharingd,2026-08-07 17:13:29 UTC,93dbc26c54828d1cfef0ac615a2ff755da7a5a4d8ef6638735b75adc6e05eba3
